road	R856
km	28.844
type	Box Culvert
lrpName	LRP028d
name	.
length	2.6
condition	A
structureNr	107977
est cost	0
roadName	Noapara (Katakhali)-Fakirhat-Mollahat Road
chainage	28.844
width	13.66
constructionYear	2003
spans	1
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-2
lat	22.91583333333333
lon	89.80361111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107977&vRoadID=162&vSurveyYear=2004&vSubdivID=320
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107977&vRoadID=162&vSurveyYear=2004&vSubdivID=320
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107977&vRoadID=162&vSurveyYear=2004&vSubdivID=320
