road	R856
km	22.598
type	PC Girder Bridge
lrpName	LRP022c
name	
length	10
condition	D
structureNr	120568
est cost	1.481
roadName	Noapara (Katakhali)-Fakirhat-Mollahat Road
chainage	22.598
width	
constructionYear	
spans	
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-2
lat	
lon	
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120568&vRoadID=162&vSurveyYear=2013&vSubdivID=320
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120568&vRoadID=162&vSurveyYear=2013&vSubdivID=320
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120568&vRoadID=162&vSurveyYear=2013&vSubdivID=320
