road	R856
km	16.196
type	PC Girder Bridge
lrpName	LRP016c
name	.
length	10
condition	A
structureNr	107685
est cost	0
roadName	Noapara (Katakhali)-Fakirhat-Mollahat Road
chainage	16.196
width	10
constructionYear	2004
spans	1
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-2
lat	22.82063888888889
lon	89.74444444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107685&vRoadID=162&vSurveyYear=2004&vSubdivID=320
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107685&vRoadID=162&vSurveyYear=2004&vSubdivID=320
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107685&vRoadID=162&vSurveyYear=2004&vSubdivID=320
