road	R856
km	12.532
type	PC Girder Bridge
lrpName	LRP012a
name	.
length	10
condition	A
structureNr	107663
est cost	0
roadName	Noapara (Katakhali)-Fakirhat-Mollahat Road
chainage	12.532
width	10
constructionYear	2004
spans	1
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-2
lat	22.79211111111111
lon	89.72905555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107663&vRoadID=162&vSurveyYear=2004&vSubdivID=320
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107663&vRoadID=162&vSurveyYear=2004&vSubdivID=320
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107663&vRoadID=162&vSurveyYear=2004&vSubdivID=320
