road	R856
km	9.495
type	PC Girder Bridge
lrpName	LRP009c
name	
length	10
condition	C
structureNr	118959
est cost	0
roadName	Noapara (Katakhali)-Fakirhat-Mollahat Road
chainage	9.495
width	
constructionYear	
spans	
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-2
lat	
lon	
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118959&vRoadID=162&vSurveyYear=2013&vSubdivID=320
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118959&vRoadID=162&vSurveyYear=2013&vSubdivID=320
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118959&vRoadID=162&vSurveyYear=2013&vSubdivID=320
