road	R856
km	9.578
type	PC Girder Bridge
lrpName	LRP009e
name	
length	10
condition	A
structureNr	118961
est cost	0
roadName	Noapara (Katakhali)-Fakirhat-Mollahat Road
chainage	9.578
width	
constructionYear	
spans	
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-2
lat	
lon	
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118961&vRoadID=162&vSurveyYear=2013&vSubdivID=320
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118961&vRoadID=162&vSurveyYear=2013&vSubdivID=320
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118961&vRoadID=162&vSurveyYear=2013&vSubdivID=320
