road	Z1095
km	17.23
type	RCC Girder Bridge
lrpName	LRP018b
name	Gasua Santoshpur Bridge
length	8.7
condition	D
structureNr	121287
est cost	80
roadName	Sarikait-Santoshpur Road (Delwar Khan Road in Sandwip Thana)
chainage	17.23
width	
constructionYear	
spans	
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Sitakunda
lat	22.551911085
lon	91.4692646
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121287&vRoadID=301&vSurveyYear=2013&vSubdivID=271
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121287&vRoadID=301&vSurveyYear=2013&vSubdivID=271
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121287&vRoadID=301&vSurveyYear=2013&vSubdivID=271
