road	Z5801
km	0.155
type	Box Culvert
lrpName	LRPSa
name	.
length	21.6
condition	A
structureNr	115732
est cost	0
roadName	Kholahati Cantonment Road
chainage	0.155
width	6.5
constructionYear	1985
spans	3
zone	Rangpur
circle	Dinajpur
division	Dinajpur
sub-division	Dinajpur
lat	25.663416666666667
lon	88.98616666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115732&vRoadID=659&vSurveyYear=2006&vSubdivID=296
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115732&vRoadID=659&vSurveyYear=2006&vSubdivID=296
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115732&vRoadID=659&vSurveyYear=2006&vSubdivID=296
