road	R556
km	26.026
type	Slab Culvert
lrpName	LRP025c
name	.
length	3.62
condition	B
structureNr	109705
est cost	0.005
roadName	Mithapukur-Shahebganj-Maddahpara-Fulbaria Road
chainage	26.026
width	9.65
constructionYear	1998
spans	1
zone	Rangpur
circle	Dinajpur
division	Dinajpur
sub-division	Phulbari
lat	25.544444444444448
lon	89.0375
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109705&vRoadID=131&vSurveyYear=2004&vSubdivID=297
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109705&vRoadID=131&vSurveyYear=2004&vSubdivID=297
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109705&vRoadID=131&vSurveyYear=2004&vSubdivID=297
