road	Z1637
km	0.625
type	Box Culvert
lrpName	LRPSc
name	.
length	3.7
condition	A
structureNr	117985
est cost	0
roadName	Domekhali-Madrasha Station Road
chainage	0.625
width	7.3
constructionYear	1995
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Chittagong
lat	22.485500000000002
lon	91.89377777777779
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117985&vRoadID=311&vSurveyYear=2006&vSubdivID=269
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117985&vRoadID=311&vSurveyYear=2006&vSubdivID=269
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117985&vRoadID=311&vSurveyYear=2006&vSubdivID=269
