road	Z1216
km	3.6
type	RCC Girder Bridge
lrpName	LRP003e
name	.
length	19.1
condition	A
structureNr	118593
est cost	0
roadName	Sultanpur-Chinair-Akhura Road
chainage	3.6
width	7.6
constructionYear	2001
spans	1
zone	Comilla
circle	Comilla
division	Brahmanbaria
sub-division	Brahmanbaria
lat	23.8945
lon	91.16575
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118593&vRoadID=454&vSurveyYear=2006&vSubdivID=540
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118593&vRoadID=454&vSurveyYear=2006&vSubdivID=540
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118593&vRoadID=454&vSurveyYear=2006&vSubdivID=540
