road	R746
km	13.006
type	Slab Culvert
lrpName	LRP012c
name	.
length	1.6
condition	A
structureNr	104580
est cost	0
roadName	Meherpur-Mujibnagar (BRD Camp) Road
chainage	13.006
width	9.35
constructionYear	1987
spans	1
zone	Khulna
circle	Jessore
division	Meherpur
sub-division	Meherpur
lat	23.661388888888887
lon	88.60333333333332
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104580&vRoadID=152&vSurveyYear=2004&vSubdivID=328
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104580&vRoadID=152&vSurveyYear=2004&vSubdivID=328
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104580&vRoadID=152&vSurveyYear=2004&vSubdivID=328
