road	R746
km	7.769
type	Box Culvert
lrpName	LRP007d
name	.
length	3.61
condition	A
structureNr	103497
est cost	0
roadName	Meherpur-Mujibnagar (BRD Camp) Road
chainage	7.769
width	11.01
constructionYear	2001
spans	1
zone	Khulna
circle	Jessore
division	Meherpur
sub-division	Meherpur
lat	23.707
lon	88.60916666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103497&vRoadID=152&vSurveyYear=2004&vSubdivID=328
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103497&vRoadID=152&vSurveyYear=2004&vSubdivID=328
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103497&vRoadID=152&vSurveyYear=2004&vSubdivID=328
