road	Z7057
km	0.809
type	Slab Culvert
lrpName	LRPSb
name	.
length	1
condition	A
structureNr	108111
est cost	0
roadName	Kaligang-Khajura-Raipur-Bagharpara Road
chainage	0.809
width	7.4
constructionYear	1985
spans	1
zone	Khulna
circle	Jessore
division	Jhenaidah
sub-division	Jhenaidah
lat	23.380555555555556
lon	89.14583333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108111&vRoadID=723&vSurveyYear=2004&vSubdivID=326
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108111&vRoadID=723&vSurveyYear=2004&vSubdivID=326
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108111&vRoadID=723&vSurveyYear=2004&vSubdivID=326
