road	Z7057
km	25.404
type	Slab Culvert
lrpName	LRP026a
name	.
length	3.7
condition	A
structureNr	108236
est cost	0
roadName	Kaligang-Khajura-Raipur-Bagharpara Road
chainage	25.404
width	4.2
constructionYear	1988
spans	1
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-1
lat	23.256666666666668
lon	89.28694444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108236&vRoadID=723&vSurveyYear=2004&vSubdivID=323
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108236&vRoadID=723&vSurveyYear=2004&vSubdivID=323
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108236&vRoadID=723&vSurveyYear=2004&vSubdivID=323
