road	R114
km	53.311
type	Box Culvert
lrpName	LRP054b
name	MATIKANDA BOX CULVERT
length	4
condition	B
structureNr	101961
est cost	0.4
roadName	Nayapur-Araihazar-Narsingdi-Raipura Road
chainage	53.311
width	7.3
constructionYear	1995
spans	1
zone	Dhaka
circle	Dhaka
division	Dhaka
sub-division	Dhaka, Sub-division - 1
lat	23.998472222222222
lon	90.85558333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101961&vRoadID=71&vSurveyYear=2004&vSubdivID=511
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101961&vRoadID=71&vSurveyYear=2004&vSubdivID=511
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101961&vRoadID=71&vSurveyYear=2004&vSubdivID=511
