road	R114
km	35.722
type	Box Culvert
lrpName	LRP036c
name	KARIM GONJ BOX CULVERT
length	3
condition	C
structureNr	101881
est cost	0.81
roadName	Nayapur-Araihazar-Narsingdi-Raipura Road
chainage	35.722
width	7.3
constructionYear	1999
spans	1
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Narsingdi
lat	23.93477777777778
lon	90.76730555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101881&vRoadID=71&vSurveyYear=2004&vSubdivID=522
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101881&vRoadID=71&vSurveyYear=2004&vSubdivID=522
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101881&vRoadID=71&vSurveyYear=2004&vSubdivID=522
