road	R114
km	29.625
type	Box Culvert
lrpName	LRP030d
name	BAMONDI SUB MARGE CULVERT
length	1
condition	A
structureNr	105276
est cost	0
roadName	Nayapur-Araihazar-Narsingdi-Raipura Road
chainage	29.625
width	8.5
constructionYear	1992
spans	1
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Narsingdi
lat	23.934083333333334
lon	90.72347222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105276&vRoadID=71&vSurveyYear=2004&vSubdivID=522
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105276&vRoadID=71&vSurveyYear=2004&vSubdivID=522
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105276&vRoadID=71&vSurveyYear=2004&vSubdivID=522
