road	R114
km	46.374
type	RCC Girder Bridge
lrpName	LRP047a
name	SHERPUR.
length	9
condition	A
structureNr	101922
est cost	0
roadName	Nayapur-Araihazar-Narsingdi-Raipura Road
chainage	46.374
width	3.8
constructionYear	1985
spans	1
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Narsingdi
lat	23.977833333333333
lon	90.81425
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101922&vRoadID=71&vSurveyYear=2004&vSubdivID=522
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101922&vRoadID=71&vSurveyYear=2004&vSubdivID=522
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101922&vRoadID=71&vSurveyYear=2004&vSubdivID=522
