road	N804
km	9.963
type	RCC Girder Bridge
lrpName	LRP010a
name	.
length	13.2
condition	C
structureNr	110102
est cost	1.2
roadName	Bhanga-Faridpur (Goalchamot) Road
chainage	9.963
width	4
constructionYear	1991
spans	1
zone	Gopalganj
circle	Faridpur
division	Faridpur
sub-division	Faridpur-2
lat	23.461111111111112
lon	89.92916666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=110102&vRoadID=63&vSurveyYear=2004&vSubdivID=341
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=110102&vRoadID=63&vSurveyYear=2004&vSubdivID=341
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=110102&vRoadID=63&vSurveyYear=2004&vSubdivID=341
