road	N804
km	5.819
type	PC Girder Bridge
lrpName	LRP005b
name	Pukuria Bridge
length	93
condition	A
structureNr	119221
est cost	0.344
roadName	Bhanga-Faridpur (Goalchamot) Road
chainage	5.819
width	13.25
constructionYear	2007
spans	3
zone	Gopalganj
circle	Faridpur
division	Faridpur
sub-division	Faridpur-2
lat	23.434722222222224
lon	89.95611111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119221&vRoadID=63&vSurveyYear=2013&vSubdivID=341
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119221&vRoadID=63&vSurveyYear=2013&vSubdivID=341
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119221&vRoadID=63&vSurveyYear=2013&vSubdivID=341
