road	R890
km	61.773
type	Box Culvert
lrpName	LRP062a
name	.
length	3.52
condition	A
structureNr	107410
est cost	0
roadName	Bhola (Paran Talukderhat)-Burhanuddin-Lalmohon-Char Fassion-Char Manika Road
chainage	61.773
width	7.3
constructionYear	1998
spans	1
zone	Barisal
circle	Barisal
division	Bhola
sub-division	Charfession
lat	22.264444444444443
lon	90.71805555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107410&vRoadID=176&vSurveyYear=2004&vSubdivID=337
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107410&vRoadID=176&vSurveyYear=2004&vSubdivID=337
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107410&vRoadID=176&vSurveyYear=2004&vSubdivID=337
