road	R890
km	23.719
type	Box Culvert
lrpName	LRP023a
name	.
length	2.97
condition	C
structureNr	105789
est cost	0.3
roadName	Bhola (Paran Talukderhat)-Burhanuddin-Lalmohon-Char Fassion-Char Manika Road
chainage	23.719
width	5.97
constructionYear	1986
spans	1
zone	Barisal
circle	Barisal
division	Bhola
sub-division	Bhola
lat	22.53888888888889
lon	90.69277777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105789&vRoadID=176&vSurveyYear=2004&vSubdivID=336
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105789&vRoadID=176&vSurveyYear=2004&vSubdivID=336
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105789&vRoadID=176&vSurveyYear=2004&vSubdivID=336
