road	R890
km	32.272
type	Box Culvert
lrpName	LRP032a
name	.
length	13.3
condition	B
structureNr	107295
est cost	0.03
roadName	Bhola (Paran Talukderhat)-Burhanuddin-Lalmohon-Char Fassion-Char Manika Road
chainage	32.272
width	7.28
constructionYear	1995
spans	2
zone	Barisal
circle	Barisal
division	Bhola
sub-division	Bhola
lat	22.488333333333333
lon	90.7461111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107295&vRoadID=176&vSurveyYear=2004&vSubdivID=336
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107295&vRoadID=176&vSurveyYear=2004&vSubdivID=336
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107295&vRoadID=176&vSurveyYear=2004&vSubdivID=336
