road	R545
km	35.775
type	RCC Girder Bridge
lrpName	LRP035a
name	Adamdighi bridge
length	19
condition	C
structureNr	119381
est cost	11040
roadName	Bogra-Naogaon-Mohadebpur-Patnitala-Dhamoirhat-Joypurhat Road
chainage	35.775
width	
constructionYear	
spans	
zone	Rangpur
circle	Bogra
division	Bogra
sub-division	Bogra
lat	24.8213049 
lon	89.039083 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119381&vRoadID=124&vSurveyYear=2013&vSubdivID=291
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119381&vRoadID=124&vSurveyYear=2013&vSubdivID=291
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119381&vRoadID=124&vSurveyYear=2013&vSubdivID=291
