road	Z1437
km	0.4
type	RCC Girder Bridge
lrpName	LRPSb
name	Nijibarir Bridge
length	9.3
condition	C
structureNr	121442
est cost	0.323
roadName	Batara Bazar Connecting Road
chainage	0.4
width	
constructionYear	
spans	
zone	Comilla
circle	Noakhali
division	Laxmipur
sub-division	Ramgonj
lat	23.1230343815534
lon	90.93404309611651
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121442&vRoadID=511&vSurveyYear=2013&vSubdivID=548
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121442&vRoadID=511&vSurveyYear=2013&vSubdivID=548
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121442&vRoadID=511&vSurveyYear=2013&vSubdivID=548
