road	Z1437
km	0.4
type	RCC Girder Bridge
lrpName	LRPSb
name	.
length	9.3
condition	C
structureNr	117189
est cost	0.4
roadName	Batara Bazar Connecting Road
chainage	0.4
width	4.45
constructionYear	1991
spans	1
zone	Comilla
circle	Noakhali
division	Laxmipur
sub-division	Ramgonj
lat	23.123
lon	90.934
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117189&vRoadID=511&vSurveyYear=2006&vSubdivID=548
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117189&vRoadID=511&vSurveyYear=2006&vSubdivID=548
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117189&vRoadID=511&vSurveyYear=2006&vSubdivID=548
