road	N805
km	64.877
type	Box Culvert
lrpName	LRP064c
name	.
length	5.7
condition	A
structureNr	108818
est cost	0
roadName	Bhanga-Bhatiapara-Mollahhat Road
chainage	64.877
width	13.6
constructionYear	2004
spans	1
zone	Gopalganj
circle	Gopalganj
division	Gopalganj
sub-division	Gopalganj
lat	23.034166666666668
lon	89.81083333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108818&vRoadID=64&vSurveyYear=2004&vSubdivID=343
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108818&vRoadID=64&vSurveyYear=2004&vSubdivID=343
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108818&vRoadID=64&vSurveyYear=2004&vSubdivID=343
