road	N805
km	22.041
type	Box Culvert
lrpName	LRP021d
name	.
length	3.6
condition	A
structureNr	108494
est cost	0
roadName	Bhanga-Bhatiapara-Mollahhat Road
chainage	22.041
width	12.6
constructionYear	2004
spans	1
zone	Gopalganj
circle	Gopalganj
division	Gopalganj
sub-division	Bhatipara
lat	23.298055555555557
lon	89.8275
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108494&vRoadID=64&vSurveyYear=2004&vSubdivID=344
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108494&vRoadID=64&vSurveyYear=2004&vSubdivID=344
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108494&vRoadID=64&vSurveyYear=2004&vSubdivID=344
