road	N805
km	72.858
type	Box Culvert
lrpName	LRP072e
name	.
length	4.7
condition	A
structureNr	108850
est cost	0
roadName	Bhanga-Bhatiapara-Mollahhat Road
chainage	72.858
width	13.6
constructionYear	2004
spans	1
zone	Gopalganj
circle	Gopalganj
division	Gopalganj
sub-division	Gopalganj
lat	22.986944444444447
lon	89.82666666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108850&vRoadID=64&vSurveyYear=2004&vSubdivID=343
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108850&vRoadID=64&vSurveyYear=2004&vSubdivID=343
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108850&vRoadID=64&vSurveyYear=2004&vSubdivID=343
