road	N805
km	29.752
type	Box Culvert
lrpName	LRP029b
name	.
length	1.5
condition	A
structureNr	108541
est cost	0
roadName	Bhanga-Bhatiapara-Mollahhat Road
chainage	29.752
width	20.3
constructionYear	2004
spans	1
zone	Gopalganj
circle	Gopalganj
division	Gopalganj
sub-division	Bhatipara
lat	23.260277777777777
lon	89.76638888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108541&vRoadID=64&vSurveyYear=2004&vSubdivID=344
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108541&vRoadID=64&vSurveyYear=2004&vSubdivID=344
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108541&vRoadID=64&vSurveyYear=2004&vSubdivID=344
