road	N805
km	55.828
type	PC Girder Bridge
lrpName	LRP055c
name	Goala
length	25
condition	A
structureNr	120719
est cost	0
roadName	Bhanga-Bhatiapara-Mollahhat Road
chainage	55.828
width	
constructionYear	
spans	
zone	Gopalganj
circle	Gopalganj
division	Gopalganj
sub-division	Gopalganj
lat	23.095111244324325
lon	89.76359910216216
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120719&vRoadID=64&vSurveyYear=2013&vSubdivID=343
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120719&vRoadID=64&vSurveyYear=2013&vSubdivID=343
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120719&vRoadID=64&vSurveyYear=2013&vSubdivID=343
