road	N805
km	49.838
type	Box Culvert
lrpName	LRP049c
name	.
length	3.8
condition	A
structureNr	108738
est cost	0
roadName	Bhanga-Bhatiapara-Mollahhat Road
chainage	49.838
width	12.2
constructionYear	2004
spans	1
zone	Gopalganj
circle	Gopalganj
division	Gopalganj
sub-division	Gopalganj
lat	23.14472222222222
lon	89.76583333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108738&vRoadID=64&vSurveyYear=2004&vSubdivID=343
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108738&vRoadID=64&vSurveyYear=2004&vSubdivID=343
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108738&vRoadID=64&vSurveyYear=2004&vSubdivID=343
