road	N805
km	51.639
type	Box Culvert
lrpName	LRP051a
name	.
length	6.8
condition	B
structureNr	108751
est cost	0.04
roadName	Bhanga-Bhatiapara-Mollahhat Road
chainage	51.639
width	12.8
constructionYear	2003
spans	1
zone	Gopalganj
circle	Gopalganj
division	Gopalganj
sub-division	Gopalganj
lat	23.128611111111113
lon	89.76222222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108751&vRoadID=64&vSurveyYear=2004&vSubdivID=343
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108751&vRoadID=64&vSurveyYear=2004&vSubdivID=343
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108751&vRoadID=64&vSurveyYear=2004&vSubdivID=343
