road	N805
km	11.874
type	PC Girder Bridge
lrpName	LRP011d
name	Damdoma Bridge
length	39.5
condition	A
structureNr	120700
est cost	0
roadName	Bhanga-Bhatiapara-Mollahhat Road
chainage	11.874
width	
constructionYear	
spans	
zone	Gopalganj
circle	Gopalganj
division	Gopalganj
sub-division	Bhatipara
lat	23.3592902575
lon	89.8922350975
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120700&vRoadID=64&vSurveyYear=2013&vSubdivID=344
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120700&vRoadID=64&vSurveyYear=2013&vSubdivID=344
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120700&vRoadID=64&vSurveyYear=2013&vSubdivID=344
