road	N805
km	24.89
type	Box Culvert
lrpName	LRP024e
name	.
length	5.3
condition	A
structureNr	108520
est cost	0
roadName	Bhanga-Bhatiapara-Mollahhat Road
chainage	24.89
width	12.4
constructionYear	2004
spans	1
zone	Gopalganj
circle	Gopalganj
division	Gopalganj
sub-division	Bhatipara
lat	23.284444444444446
lon	89.80472222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108520&vRoadID=64&vSurveyYear=2004&vSubdivID=344
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108520&vRoadID=64&vSurveyYear=2004&vSubdivID=344
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108520&vRoadID=64&vSurveyYear=2004&vSubdivID=344
