road	Z3040
km	4.528
type	Slab Culvert
lrpName	LRP004c
name	JADUKHARA SLUB
length	1
condition	A
structureNr	106155
est cost	0
roadName	Nalitabari-Baruazani-Bagaitala-Haluaghat Road
chainage	4.528
width	7.3
constructionYear	1997
spans	1
zone	Mymensingh
circle	Jamalpur
division	Sherpur
sub-division	Sherpur-1
lat	25.113944444444446
lon	90.29869444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106155&vRoadID=264&vSurveyYear=2004&vSubdivID=534
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106155&vRoadID=264&vSurveyYear=2004&vSubdivID=534
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106155&vRoadID=264&vSurveyYear=2004&vSubdivID=534
