road	R315
km	13.815
type	Box Culvert
lrpName	LRP013c
name	BASHAKOTU BOX CULVERT
length	9.7
condition	C
structureNr	104467
est cost	14
roadName	Mawna-Fulbaria-Kaliakoir-Dhamrai-Nabinagar (Dulivita) Road
chainage	13.815
width	7.3
constructionYear	1999
spans	2
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Tongi
lat	24.18761111111111
lon	90.30094444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104467&vRoadID=112&vSurveyYear=2004&vSubdivID=514
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104467&vRoadID=112&vSurveyYear=2004&vSubdivID=514
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104467&vRoadID=112&vSurveyYear=2004&vSubdivID=514
