road	Z7708
km	0.181
type	Slab Culvert
lrpName	LRPSa
name	.
length	2.26
condition	A
structureNr	111365
est cost	0
roadName	Bagerhat-Chitolmari Road
chainage	0.181
width	7.17
constructionYear	1990
spans	1
zone	Khulna
circle	Khulna
division	Bagerhat
sub-division	Bagerhat-1
lat	22.67138888888889
lon	89.79222222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=111365&vRoadID=706&vSurveyYear=2004&vSubdivID=319
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=111365&vRoadID=706&vSurveyYear=2004&vSubdivID=319
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=111365&vRoadID=706&vSurveyYear=2004&vSubdivID=319
