road	R211
km	30.891
type	Box Culvert
lrpName	LRP030c
name	HARIFPUR BOX CULVERT
length	1
condition	A
structureNr	105310
est cost	0
roadName	Itakhola-Motkhola-Kotiadi Road
chainage	30.891
width	9.75
constructionYear	1998
spans	1
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Shibpur
lat	24.227916666666665
lon	90.70797222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105310&vRoadID=94&vSurveyYear=2004&vSubdivID=523
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105310&vRoadID=94&vSurveyYear=2004&vSubdivID=523
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105310&vRoadID=94&vSurveyYear=2004&vSubdivID=523
