road	R211
km	25.727
type	Slab Culvert
lrpName	LRP025c
name	KUTIRCHAR SLAB CULVERT
length	1.5
condition	A
structureNr	101783
est cost	0
roadName	Itakhola-Motkhola-Kotiadi Road
chainage	25.727
width	8.5
constructionYear	1992
spans	1
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Shibpur
lat	24.18797222222222
lon	90.73044444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101783&vRoadID=94&vSurveyYear=2004&vSubdivID=523
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101783&vRoadID=94&vSurveyYear=2004&vSubdivID=523
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101783&vRoadID=94&vSurveyYear=2004&vSubdivID=523
