road	R211
km	39.185
type	Box Culvert
lrpName	LRP039a
name	SHAMOL KANDA BOX CULVERT
length	2.9
condition	A
structureNr	101793
est cost	0
roadName	Itakhola-Motkhola-Kotiadi Road
chainage	39.185
width	9.7
constructionYear	1987
spans	1
zone	Mymensingh
circle	Mymensingh
division	Kishoreganj
sub-division	Bhairab
lat	24.264555555555557
lon	90.74766666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101793&vRoadID=94&vSurveyYear=2004&vSubdivID=526
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101793&vRoadID=94&vSurveyYear=2004&vSubdivID=526
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101793&vRoadID=94&vSurveyYear=2004&vSubdivID=526
