road	Z7008
km	8.165
type	Slab Culvert
lrpName	LRP008a
name	.
length	2.05
condition	A
structureNr	108250
est cost	0
roadName	Sripur-Langalbandh-Wapdah More Road
chainage	8.165
width	4.88
constructionYear	1988
spans	1
zone	Khulna
circle	Jessore
division	Magura
sub-division	Magura
lat	23.653888888888886
lon	89.36638888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108250&vRoadID=739&vSurveyYear=2004&vSubdivID=330
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108250&vRoadID=739&vSurveyYear=2004&vSubdivID=330
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108250&vRoadID=739&vSurveyYear=2004&vSubdivID=330
