road	R220
km	2.715
type	RCC Girder Bridge
lrpName	LRP002c
name	SURJAKADI
length	8.8
condition	B
structureNr	104183
est cost	0.12
roadName	Sarail-Nasirnagar-Lakhai-Habiganj Road
chainage	2.715
width	4.1
constructionYear	1978
spans	1
zone	Comilla
circle	Comilla
division	Brahmanbaria
sub-division	Brahmanbaria
lat	24.081666666666667
lon	91.11844444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104183&vRoadID=96&vSurveyYear=2004&vSubdivID=540
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104183&vRoadID=96&vSurveyYear=2004&vSubdivID=540
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104183&vRoadID=96&vSurveyYear=2004&vSubdivID=540
