road	Z1401
km	25.956
type	Box Culvert
lrpName	LRP028c
name	BATARSHAR CULVERT 2
length	3
condition	A
structureNr	106306
est cost	0
roadName	Lalmai-Barura-Jalam-Adda-Jagatpur Road
chainage	25.956
width	7.3
constructionYear	1990
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Comilla
lat	23.309316666666668
lon	90.98625
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106306&vRoadID=459&vSurveyYear=2004&vSubdivID=543
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106306&vRoadID=459&vSurveyYear=2004&vSubdivID=543
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106306&vRoadID=459&vSurveyYear=2004&vSubdivID=543
