road	Z8023
km	3.541
type	RCC Girder Bridge
lrpName	LRP003a
name	.
length	20.85
condition	B
structureNr	112096
est cost	0.13
roadName	Garakhola - Kashiani (Bashpur) Road
chainage	3.541
width	3.25
constructionYear	1988
spans	3
zone	Gopalganj
circle	Gopalganj
division	Gopalganj
sub-division	Bhatipara
lat	23.284444444444446
lon	89.77694444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112096&vRoadID=409&vSurveyYear=2004&vSubdivID=344
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112096&vRoadID=409&vSurveyYear=2004&vSubdivID=344
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112096&vRoadID=409&vSurveyYear=2004&vSubdivID=344
