road	Z1811
km	148.667
type	Baily with Timber Deck
lrpName	LRP150b
name	Uttor Bisamara Bridge
length	15.6
condition	C
structureNr	121612
est cost	176
roadName	Bandarban-Chimbuk-Thanchi-Alikadam-Baisari-Naikhongchhari-Gundum Road
chainage	148.667
width	
constructionYear	
spans	
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-1
lat	0.0
lon	0.0
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121612&vRoadID=351&vSurveyYear=2013&vSubdivID=285
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121612&vRoadID=351&vSurveyYear=2013&vSubdivID=285
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121612&vRoadID=351&vSurveyYear=2013&vSubdivID=285
