road	Z3713
km	0.662
type	Slab Culvert
lrpName	LRPSd
name	AVOIPASHA
length	1
condition	A
structureNr	113214
est cost	0
roadName	Avoipasha-Atpara Road
chainage	0.662
width	5.66
constructionYear	1989
spans	1
zone	Mymensingh
circle	Mymensingh
division	Netrokona
sub-division	Kendua
lat	24.797777777777778
lon	90.81358333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113214&vRoadID=294&vSurveyYear=2004&vSubdivID=532
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113214&vRoadID=294&vSurveyYear=2004&vSubdivID=532
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113214&vRoadID=294&vSurveyYear=2004&vSubdivID=532
