road	Z8052
km	7.3
type	Box Culvert
lrpName	LRP007a
name	.
length	3.8
condition	A
structureNr	116801
est cost	0
roadName	Kachua-Betagi-Mirjaganj-Patuakhali-Lohalia-Nijbot Kajol-Kalaiya Road
chainage	7.3
width	7.4
constructionYear	1999
spans	1
zone	Barisal
circle	Patuakhali
division	Patuakhali
sub-division	Patuakhali
lat	22.37138888888889
lon	90.21333333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=116801&vRoadID=388&vSurveyYear=2006&vSubdivID=862
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=116801&vRoadID=388&vSurveyYear=2006&vSubdivID=862
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=116801&vRoadID=388&vSurveyYear=2006&vSubdivID=862
