road	Z8052
km	0.95
type	Box Culvert
lrpName	LRPSc
name	.
length	7.3
condition	A
structureNr	116783
est cost	0
roadName	Kachua-Betagi-Mirjaganj-Patuakhali-Lohalia-Nijbot Kajol-Kalaiya Road
chainage	0.95
width	10
constructionYear	2002
spans	2
zone	Barisal
circle	Barisal
division	Pirojpur
sub-division	Kawkhali
lat	22.40972222222222
lon	90.17083333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=116783&vRoadID=388&vSurveyYear=2006&vSubdivID=339
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=116783&vRoadID=388&vSurveyYear=2006&vSubdivID=339
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=116783&vRoadID=388&vSurveyYear=2006&vSubdivID=339
