road	Z2008
km	0.16
type	Box Culvert
lrpName	LRPSc
name	.
length	13.2
condition	A
structureNr	117598
est cost	0
roadName	Chunarughat-Satuajuri-Natunbazar Road
chainage	0.16
width	7.6
constructionYear	1991
spans	2
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Shaistagonj
lat	24.198333333333334
lon	91.5213888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117598&vRoadID=446&vSurveyYear=2006&vSubdivID=552
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117598&vRoadID=446&vSurveyYear=2006&vSubdivID=552
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117598&vRoadID=446&vSurveyYear=2006&vSubdivID=552
