road	R880
km	55.735
type	Box Culvert
lrpName	LRP055b
name	.
length	1.57
condition	A
structureNr	111341
est cost	0
roadName	Patuakhali-Amtali-Barguna-Kacchira Road
chainage	55.735
width	6.5
constructionYear	1996
spans	1
zone	Barisal
circle	Patuakhali
division	Barguna
sub-division	Barguna
lat	22.160555555555554
lon	90.01472222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=111341&vRoadID=174&vSurveyYear=2004&vSubdivID=578
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=111341&vRoadID=174&vSurveyYear=2004&vSubdivID=578
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=111341&vRoadID=174&vSurveyYear=2004&vSubdivID=578
