road	R880
km	40.625
type	Box Culvert
lrpName	LRP040b
name	Sluice gate
length	5.16
condition	C
structureNr	111299
est cost	0.25
roadName	Patuakhali-Amtali-Barguna-Kacchira Road
chainage	40.625
width	3.78
constructionYear	1989
spans	2
zone	Barisal
circle	Patuakhali
division	Barguna
sub-division	Barguna
lat	22.160277777777775
lon	90.14750000000001
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=111299&vRoadID=174&vSurveyYear=2004&vSubdivID=578
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=111299&vRoadID=174&vSurveyYear=2004&vSubdivID=578
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=111299&vRoadID=174&vSurveyYear=2004&vSubdivID=578
