road	N102
km	25.791
type	Box Culvert
lrpName	LRP025b
name	Nagorpar Box Culvert
length	9.4
condition	A
structureNr	101336
est cost	0
roadName	Comilla (Mainamati)-Brahmanbaria (Sarail) Road
chainage	25.791
width	8.2
constructionYear	1974
spans	2
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.643055555555556
lon	90.97108333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101336&vRoadID=2&vSurveyYear=2004&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101336&vRoadID=2&vSurveyYear=2004&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101336&vRoadID=2&vSurveyYear=2004&vSubdivID=544
