road	N102
km	46.694
type	RCC Bridge
lrpName	LRP046a
name	KHARERA BRIDGE
length	14.5
condition	A
structureNr	101287
est cost	0
roadName	Comilla (Mainamati)-Brahmanbaria (Sarail) Road
chainage	46.694
width	8.9
constructionYear	1986
spans	1
zone	Comilla
circle	Comilla
division	Brahmanbaria
sub-division	Brahmanbaria
lat	23.76986111111111
lon	91.11488888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101287&vRoadID=2&vSurveyYear=2004&vSubdivID=540
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101287&vRoadID=2&vSurveyYear=2004&vSubdivID=540
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101287&vRoadID=2&vSurveyYear=2004&vSubdivID=540
