road	N102
km	37.737
type	Slab Culvert
lrpName	LRP037c
name	MUDOBPUR CULVERT
length	4.8
condition	A
structureNr	101274
est cost	0
roadName	Comilla (Mainamati)-Brahmanbaria (Sarail) Road
chainage	37.737
width	9.4
constructionYear	1978
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.710361111111112
lon	91.05769444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101274&vRoadID=2&vSurveyYear=2004&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101274&vRoadID=2&vSurveyYear=2004&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101274&vRoadID=2&vSurveyYear=2004&vSubdivID=544
