road	N102
km	24.808
type	RCC Girder Bridge
lrpName	LRP024b
name	Compani Ganj Bridge
length	113.9
condition	A
structureNr	120412
est cost	0
roadName	Comilla (Mainamati)-Brahmanbaria (Sarail) Road
chainage	24.808
width	
constructionYear	
spans	
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.6341663 
lon	90.9707771 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120412&vRoadID=2&vSurveyYear=2013&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120412&vRoadID=2&vSurveyYear=2013&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120412&vRoadID=2&vSurveyYear=2013&vSubdivID=544
