road	N102
km	21.519
type	Box Culvert
lrpName	LRP021c
name	DABIDDAR CULVERT
length	2.8
condition	A
structureNr	101301
est cost	0
roadName	Comilla (Mainamati)-Brahmanbaria (Sarail) Road
chainage	21.519
width	9.7
constructionYear	1993
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.610166666666668
lon	90.98547222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101301&vRoadID=2&vSurveyYear=2004&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101301&vRoadID=2&vSurveyYear=2004&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101301&vRoadID=2&vSurveyYear=2004&vSubdivID=544
