road	N102
km	50.862
type	RCC Girder Bridge
lrpName	LRP050c
name	Saidabad Bridge
length	20.6
condition	A
structureNr	119799
est cost	0
roadName	Comilla (Mainamati)-Brahmanbaria (Sarail) Road
chainage	50.862
width	
constructionYear	
spans	
zone	Comilla
circle	Comilla
division	Brahmanbaria
sub-division	Brahmanbaria
lat	23.4600278 
lon	91.1468052 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119799&vRoadID=2&vSurveyYear=2013&vSubdivID=540
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119799&vRoadID=2&vSurveyYear=2013&vSubdivID=540
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119799&vRoadID=2&vSurveyYear=2013&vSubdivID=540
