road	N102
km	36.703
type	Box Culvert
lrpName	LRP036b
name	MOULSBI BARI CULVERT
length	12.2
condition	A
structureNr	101321
est cost	0
roadName	Comilla (Mainamati)-Brahmanbaria (Sarail) Road
chainage	36.703
width	8.6
constructionYear	1976
spans	2
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.70425
lon	91.05016666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101321&vRoadID=2&vSurveyYear=2004&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101321&vRoadID=2&vSurveyYear=2004&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101321&vRoadID=2&vSurveyYear=2004&vSubdivID=544
