road	N102
km	29.841
type	Box Culvert
lrpName	LRP029d
name	C. M. B BAZAR BOX CUVERT
length	12.6
condition	A
structureNr	101326
est cost	0
roadName	Comilla (Mainamati)-Brahmanbaria (Sarail) Road
chainage	29.841
width	8.2
constructionYear	1990
spans	2
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.6675
lon	90.9961388888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101326&vRoadID=2&vSurveyYear=2004&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101326&vRoadID=2&vSurveyYear=2004&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101326&vRoadID=2&vSurveyYear=2004&vSubdivID=544
