road	N102
km	37.955
type	Box Culvert
lrpName	LRP037d
name	MIRPUR CULVERT
length	4.65
condition	A
structureNr	101272
est cost	0
roadName	Comilla (Mainamati)-Brahmanbaria (Sarail) Road
chainage	37.955
width	9.4
constructionYear	1986
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.711694444444444
lon	91.05930555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101272&vRoadID=2&vSurveyYear=2004&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101272&vRoadID=2&vSurveyYear=2004&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101272&vRoadID=2&vSurveyYear=2004&vSubdivID=544
