road	N102
km	2.511
type	Box Culvert
lrpName	LRP002c
name	ZUMUR BOX CULVERT
length	1.4
condition	A
structureNr	101252
est cost	0
roadName	Comilla (Mainamati)-Brahmanbaria (Sarail) Road
chainage	2.511
width	12.3
constructionYear	1992
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.497722222222222
lon	91.10563888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101252&vRoadID=2&vSurveyYear=2004&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101252&vRoadID=2&vSurveyYear=2004&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101252&vRoadID=2&vSurveyYear=2004&vSubdivID=544
