road	R745
km	12.414
type	RCC Girder Bridge
lrpName	LRP012a
name	Nawda para Bridge
length	81
condition	A
structureNr	119522
est cost	0.216
roadName	Kushtia (Trimohoni)-Maherpur-Chuadanga-Jhenaidah Road
chainage	12.414
width	
constructionYear	
spans	
zone	Khulna
circle	Jessore
division	Kushtia
sub-division	Kushtia
lat	23.9285827 
lon	88.9822216 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119522&vRoadID=151&vSurveyYear=2013&vSubdivID=327
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119522&vRoadID=151&vSurveyYear=2013&vSubdivID=327
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119522&vRoadID=151&vSurveyYear=2013&vSubdivID=327
